CreditScore,PredictedCreditScore,Age,Balance,EstimatedSalary,NumOfProducts,Geography,Gender,Exited,IsActiveMember,residual
648,651.607000424489,35,0.0,78436.36,2,Spain,Male,0,1,-3.6070004244890015
656,647.6261826142334,35,0.0,1485.27,2,France,Male,0,0,8.373817385766642
429,649.4488570633544,60,0.0,163691.48,2,France,Male,0,1,-220.44885706335435
634,646.9265947308561,31,76798.92,196021.73,1,Germany,Female,0,0,-12.926594730856095
535,648.3423547361792,49,115309.75,111421.77,1,Spain,Female,0,0,-113.34235473617923
627,649.3405743687323,30,0.0,113408.47,1,Spain,Female,0,1,-22.34057436873229
796,656.784246411298,67,0.0,54871.02,2,Spain,Male,0,1,139.215753588702
773,647.1594363406574,33,0.0,98820.09,1,Spain,Female,0,1,125.84056365934259
595,648.1368661540373,41,0.0,5967.09,2,France,Male,0,0,-53.13686615403731
746,652.0604022421802,31,113836.27,174815.54,1,Spain,Male,0,1,93.9395977578198
503,649.7823061189497,25,0.0,192841.13,1,Spain,Male,0,1,-146.7823061189497
591,653.9502039939787,31,0.0,48778.46,2,France,Female,0,1,-62.950203993978675
729,650.118623507514,36,152899.24,177130.33,2,Germany,Male,0,0,78.88137649248597
536,650.8067523894996,23,92366.72,120661.71,2,Germany,Male,0,0,-114.8067523894996
523,650.2216200188795,39,0.0,6726.53,2,France,Male,0,0,-127.22162001887955
728,649.842154052203,39,152182.83,161203.6,1,Germany,Male,0,0,78.157845947797
734,638.8073040991152,22,130056.23,121894.31,1,France,Male,1,0,95.19269590088481
680,645.3368982080661,35,0.0,143774.06,2,Spain,Male,0,0,34.663101791933855
604,640.2927448994161,53,144453.75,190998.96,1,France,Male,1,0,-36.29274489941611
565,656.773312817971,58,108888.24,135875.51,3,Germany,Female,1,1,-91.77331281797103
645,647.6834411136451,42,0.0,149807.01,1,France,Male,0,0,-2.683441113645131
488,652.410326977136,39,140553.46,12440.44,1,Spain,Female,0,0,-164.41032697713604
717,650.4673494423222,36,0.0,145551.6,2,France,Female,0,1,66.53265055767781
494,652.1408833679874,37,107106.33,172063.09,2,Germany,Male,0,0,-158.14088336798739
667,646.5570527650123,28,165798.1,147090.9,1,France,Male,0,0,20.44294723498774
748,647.7940855371075,40,0.0,132368.47,2,Spain,Female,0,0,100.20591446289245
695,652.7177853657586,28,96020.86,57992.49,1,Spain,Male,0,1,42.28221463424143
613,658.7617043488738,29,185709.28,77242.19,2,France,Female,0,1,-45.761704348873764
534,643.8439301702424,62,0.0,42763.12,2,France,Male,1,0,-109.8439301702424
785,654.8756247037702,32,124493.03,52583.79,2,Germany,Female,1,1,130.1243752962298
687,649.2811757486762,39,0.0,26848.25,2,France,Male,0,0,37.71882425132378
709,659.101971943155,34,148375.19,21521.38,2,Germany,Male,0,1,49.898028056844964
567,655.797125036229,35,166118.45,127827.18,2,France,Female,0,0,-88.79712503622898
712,655.3519368689148,37,106881.5,169386.81,2,France,Female,0,0,56.64806313108522
743,644.8301462362093,32,0.0,175252.78,2,France,Male,0,0,98.16985376379068
545,651.7289389286876,37,110483.86,127394.67,1,Germany,Male,0,1,-106.72893892868763
719,638.4372704477082,42,0.0,28465.86,1,France,Female,1,0,80.56272955229178
743,653.4038429343861,36,0.0,190911.02,2,France,Male,0,1,89.59615706561385
626,654.3772410028558,48,0.0,95794.98,2,Spain,Female,0,1,-28.37724100285584
640,652.0083918691421,63,68432.45,112503.24,2,France,Male,1,1,-12.008391869142088
456,654.0661541925664,32,133060.63,125167.92,1,Germany,Male,0,1,-198.0661541925664
423,640.7560748605445,36,97665.61,118372.55,1,France,Female,1,0,-217.75607486054446
661,651.101258363587,37,136425.18,81102.81,1,France,Female,0,0,9.898741636412979
642,644.1283736669553,25,0.0,102083.78,2,France,Male,0,0,-2.1283736669553264
460,642.3639050522664,27,0.0,156150.08,2,France,Female,1,0,-182.36390505226643
765,653.1888663978547,32,178095.55,47247.56,1,Spain,Female,0,0,111.81113360214533
704,652.6820429053948,32,127785.17,184464.7,4,France,Male,1,0,51.31795709460516
702,646.811354994669,34,100054.77,109496.45,1,France,Male,0,0,55.188645005330955
850,652.5289716318318,38,106871.81,29333.01,2,France,Female,0,0,197.47102836816816
653,646.8763070624408,41,102768.42,55663.85,1,France,Male,0,0,6.123692937559213
633,653.2173297019755,33,137847.41,98349.13,2,Spain,Male,0,0,-20.217329701975473
836,644.1864450346177,57,101247.06,37141.62,1,Spain,Male,1,0,191.8135549653823
731,656.2146451150036,40,118991.79,156048.64,1,France,Female,0,1,74.78535488499642
605,652.6608217728005,35,0.0,45206.57,2,France,Male,0,1,-47.660821772800546
665,652.3328492578432,38,0.0,87412.74,1,Spain,Male,0,1,12.667150742156764
713,655.847573716278,38,72286.84,26136.89,2,France,Male,0,1,57.15242628372198
739,652.012550872313,40,109681.61,193321.3,1,Spain,Male,0,1,86.987449127687
556,647.7167130495416,37,145018.64,90928.02,2,Germany,Male,1,0,-91.71671304954157
699,651.1841137358857,34,0.0,76510.46,1,Spain,Male,0,1,47.81588626411428
845,648.1962214000218,33,164385.53,150664.97,1,France,Male,0,0,196.80377859997816
613,651.5795619497299,37,108286.5,114153.44,1,France,Male,0,1,-38.57956194972985
717,649.6109197050273,40,98241.04,110887.14,1,France,Male,0,0,67.3890802949727
850,654.7173967431106,26,62610.96,179365.1,2,France,Female,0,1,195.2826032568894
631,661.5742428329248,34,125227.82,128247.03,2,Germany,Female,0,1,-30.574242832924824
696,649.692941981618,30,0.0,196134.44,2,France,Female,0,1,46.30705801838201
835,656.2560896817811,28,163569.61,154559.28,2,France,Male,0,1,178.74391031821892
762,653.2283226059367,35,0.0,43075.7,2,France,Male,0,1,108.77167739406332
696,657.7868935466668,33,163139.27,7035.36,1,France,Male,0,1,38.21310645333324
582,651.6688025520696,29,0.0,84012.81,1,France,Female,0,1,-69.66880255206956
473,653.8026694629198,33,125827.43,145698.73,1,France,Female,0,1,-180.80266946291977
572,651.1169381567806,37,133043.66,111243.09,1,France,Male,0,0,-79.11693815678063
619,651.8150040739014,30,70729.17,160948.87,1,France,Female,0,1,-32.81500407390138
591,647.1391570136095,33,131765.72,118782.06,1,France,Male,0,0,-56.13915701360952
749,649.7584351116889,47,110022.74,135655.29,1,Germany,Male,1,1,99.24156488831113
676,650.8378967695866,61,0.0,118522.73,2,France,Female,0,1,25.162103230413436
488,653.8959751192983,33,140002.35,123613.81,1,Germany,Female,0,0,-165.89597511929833
645,645.7351712222803,19,128514.84,175969.19,1,France,Male,0,0,-0.7351712222803144
672,650.2976509245418,33,0.0,182738.0,2,Spain,Male,0,1,21.702349075458187
545,658.6697588159618,45,93796.42,162321.26,2,Germany,Male,0,1,-113.66975881596181
701,648.2542781150032,35,0.0,170996.86,2,Spain,Female,0,0,52.74572188499678
523,642.6493458332521,41,119276.31,122284.38,1,Germany,Male,1,0,-119.64934583325214
706,657.8155378816447,38,163034.82,135662.17,2,Germany,Male,0,1,48.18446211835533
719,650.0166175339845,42,137227.04,149097.38,3,Germany,Female,1,0,68.98338246601554
617,651.5615637546225,58,119024.75,35199.24,2,Germany,Female,1,0,-34.56156375462251
569,646.7240164486499,42,0.0,83629.6,1,Spain,Female,1,1,-77.72401644864988
625,652.9339051230958,37,142711.81,35625.41,1,Germany,Female,0,0,-27.93390512309577
709,650.8965381633479,45,122917.71,11.58,1,Germany,Male,1,1,58.10346183665206
672,648.9897584258657,34,0.0,161800.77,2,France,Male,0,0,23.010241574134284
676,657.6439235446136,30,128207.23,55400.17,1,France,Male,0,1,18.356076455386415
697,654.9374537401658,42,132739.26,174667.65,2,France,Male,0,0,42.06254625983422
732,643.359968892627,40,0.0,154189.08,2,France,Female,0,0,88.64003110737303
649,649.8600299217084,51,0.0,150390.57,1,Spain,Male,0,1,-0.8600299217083602
850,643.3437881906632,28,147972.19,60708.72,1,Germany,Male,1,0,206.6562118093368
600,655.1731636232469,27,0.0,125698.97,2,France,Female,0,1,-55.173163623246865
641,658.7055801154194,26,91547.84,28157.34,2,France,Female,0,1,-17.705580115419366
631,645.9246195192869,37,138292.64,152422.91,2,Germany,Male,1,0,-14.92461951928692
708,646.4139325274261,43,118994.84,181499.77,1,Germany,Female,1,0,61.58606747257386
549,658.9363002562428,31,135020.21,23343.18,2,Germany,Female,0,1,-109.93630025624282
754,650.0388635496702,38,0.0,180698.32,2,France,Male,0,0,103.96113645032983
815,653.534199474498,25,135161.67,136071.05,1,Germany,Female,0,1,161.465800525502
706,647.9018711392082,32,94486.47,146949.74,1,France,Male,0,1,58.0981288607918
850,648.1111440215216,46,117640.39,88920.68,1,France,Male,0,0,201.88885597847843
614,643.5960072763808,40,0.0,20339.79,1,France,Male,1,1,-29.59600727638076
593,647.3426727046833,46,98752.51,145560.38,1,France,Female,0,0,-54.34267270468331
662,646.5229906388323,29,0.0,137508.31,2,France,Female,0,0,15.477009361167688
798,650.7318192983399,49,132571.67,31686.33,1,Germany,Female,1,1,147.26818070166007
537,645.8327099604763,39,135309.36,31728.86,1,Germany,Male,1,0,-108.83270996047634
608,654.9997611445051,42,131390.75,71178.09,2,Germany,Male,0,0,-46.9997611445051
581,648.9374771214137,41,0.0,29737.14,2,France,Male,0,0,-67.93747712141374
621,650.9875337457757,26,75237.54,44220.4,1,France,Male,0,1,-29.98753374577575
589,652.9315842846793,46,107238.85,37024.28,2,France,Female,0,0,-63.931584284679275
537,653.5308305558169,38,0.0,41233.97,2,Spain,Female,0,1,-116.53083055581692
513,657.2195575715157,88,0.0,52952.24,2,Spain,Male,0,1,-144.21955757151568
660,646.3662006792761,41,129901.21,26025.6,1,Germany,Male,1,0,13.633799320723938
850,649.6575204980201,39,96863.13,121681.19,1,France,Male,0,1,200.34247950197994
683,652.0499999222232,36,0.0,104786.59,2,Spain,Female,0,0,30.95000007777685
782,651.4185121610844,23,98052.66,142587.32,1,Spain,Male,0,1,130.58148783891556
666,654.1825759498263,46,123873.19,177844.06,1,France,Male,0,1,11.817424050173713
466,650.1845984388913,56,111920.13,197634.11,3,Germany,Female,1,0,-184.18459843889127
614,660.6986903074359,37,75150.34,131766.67,4,France,Female,1,1,-46.69869030743587
527,642.1845283927526,32,0.0,109523.88,1,France,Male,0,0,-115.18452839275255
564,642.1452676695212,40,0.0,85455.62,1,France,Male,1,0,-78.14526766952122
592,652.6142867466261,36,104702.65,107948.72,2,Germany,Male,0,0,-60.614286746626135
505,652.488347122341,34,104498.79,126451.14,1,France,Male,0,1,-147.488347122341
671,653.4118289535193,29,0.0,12048.67,2,Spain,Female,0,0,17.58817104648074
827,655.1662284607222,60,0.0,60615.83,2,France,Female,0,1,171.8337715392778
668,653.1619171657851,34,80242.37,56780.97,2,Germany,Male,0,0,14.838082834214902
727,643.5762863485946,71,0.0,198446.91,1,Spain,Male,1,1,83.42371365140536
756,650.1221577534561,30,145127.85,7554.68,1,Spain,Male,0,0,105.87784224654388
755,648.5072677584882,38,148912.44,80416.16,1,France,Male,0,0,106.49273224151182
655,654.4296515214112,34,116114.93,49492.15,1,Spain,Male,0,1,0.5703484785888122
667,650.6091481231599,38,144432.04,73963.17,1,France,Female,1,1,16.390851876840088
711,654.7807904718069,58,91285.13,26767.85,2,France,Male,0,1,56.21920952819312
616,651.6896690653833,29,149318.55,140746.13,1,Germany,Male,0,0,-35.68966906538333
704,649.743764834329,31,0.0,183038.33,2,France,Male,0,0,54.256235165671
748,643.3058961603849,40,0.0,60416.76,1,France,Male,0,0,104.69410383961508
724,654.1063974937564,28,0.0,100240.2,2,France,Male,0,1,69.89360250624361
622,654.3832422046416,41,0.0,155786.39,2,Spain,Female,0,1,-32.38324220464165
814,648.6375002822299,31,118870.92,101704.19,1,France,Male,0,0,165.3624997177701
682,651.778967972382,46,0.0,114442.66,1,France,Female,0,1,30.22103202761798
682,654.7155768312432,38,107192.38,15669.17,1,France,Male,0,1,27.284423168756803
630,656.8818465553261,26,129837.72,197001.15,2,France,Male,0,1,-26.881846555326092
546,652.4377110725399,58,106458.31,128881.87,4,Germany,Female,1,0,-106.43771107253986
762,650.1419041452061,35,122929.42,149822.04,2,Spain,Male,0,0,111.85809585479387
603,649.1222995098135,35,128993.76,130483.56,2,France,Male,0,0,-46.1222995098135
571,649.4594394138876,25,82506.72,167705.07,2,Germany,Male,0,0,-78.4594394138876
638,656.1791934851444,48,0.0,7919.08,2,Spain,Male,0,1,-18.179193485144424
576,647.5826595624432,41,0.0,188274.6,1,France,Male,0,1,-71.58265956244315
712,651.1260789781276,40,109308.79,120158.72,2,Germany,Female,1,0,60.873921021872434
625,647.2510213996471,31,0.0,151843.54,2,Spain,Female,0,0,-22.25102139964713
632,656.9890339217316,27,193125.85,152665.85,1,France,Male,0,1,-24.98903392173156
745,652.0334451789195,21,137910.45,177235.23,1,France,Male,0,1,92.96655482108054
730,646.1006169690968,26,0.0,34542.41,1,Spain,Male,0,0,83.89938303090321
532,645.22496456463,44,148595.55,74838.64,1,France,Male,1,0,-113.22496456463
779,654.0427951985097,34,0.0,111676.63,2,Spain,Female,0,1,124.95720480149032
562,649.8168219337341,29,0.0,25858.68,1,France,Male,0,1,-87.8168219337341
767,656.3777418518192,44,152509.25,136915.15,1,France,Female,0,1,110.62225814818078
669,639.9008231935721,44,96418.09,131609.48,1,France,Female,1,0,29.099176806427863
542,653.7928363139052,32,131945.94,159737.56,1,Spain,Male,0,1,-111.79283631390524
799,651.6762056596763,35,0.0,140780.8,2,Spain,Male,0,1,147.32379434032373
804,648.6766053321136,25,108396.67,128276.95,1,France,Male,0,0,155.32339466788642
745,656.1859732772648,38,65095.41,140197.42,2,Germany,Male,0,1,88.8140267227352
520,654.1771268018546,35,115680.81,90280.7,1,Spain,Female,0,1,-134.17712680185457
673,653.580734414479,36,73088.06,196142.26,2,Germany,Male,0,0,19.419265585520975
679,652.6205402670726,60,0.0,77331.77,2,France,Male,0,1,26.379459732927444
530,655.5512146680583,42,99948.45,97338.62,1,Germany,Female,0,1,-125.55121466805826
721,647.443083756415,37,0.0,70810.8,2,France,Female,0,0,73.55691624358496
696,651.4585155467033,22,149777.0,198032.93,1,France,Male,0,1,44.541484453296675
634,659.4640109086985,37,89696.84,193179.88,2,Germany,Male,0,1,-25.46401090869847
649,654.2809364139331,38,122214.0,88965.46,1,France,Male,0,1,-5.280936413933091
788,657.1459284340935,39,135139.33,113086.08,1,France,Female,0,1,130.85407156590645
564,655.4623305950793,44,111760.4,104722.47,3,Germany,Female,1,1,-91.46233059507927
614,651.1834835807033,41,121558.46,598.8,1,France,Female,0,1,-37.183483580703296
670,651.0696764132795,30,133446.34,3154.95,1,Spain,Male,0,0,18.930323586720533
551,650.6148931009687,30,143340.44,145796.49,1,Germany,Female,0,0,-99.61489310096874
704,659.2240440750401,42,129735.3,179565.57,2,France,Male,0,1,44.77595592495993
492,653.5771352708641,29,144591.96,196293.76,1,France,Male,0,1,-161.57713527086412
705,645.7640290819381,30,0.0,181300.32,1,France,Male,0,1,59.23597091806187
850,651.5375973747131,51,109799.55,12457.76,2,Spain,Male,1,1,198.46240262528693
689,649.5445871453514,39,0.0,14917.09,2,France,Male,0,0,39.45541285464856
597,652.6708237505666,33,135703.59,74850.84,2,France,Female,0,0,-55.67082375056657
640,640.5407848234385,43,132412.38,69584.3,1,France,Male,1,0,-0.5407848234384574
697,654.7335336086506,39,151553.19,44946.29,1,France,Female,0,1,42.266466391349354
498,650.666219447924,29,127864.26,46677.9,1,Spain,Male,0,1,-152.66621944792405
774,647.7756638983888,53,113709.28,153887.93,1,France,Male,1,1,126.22433610161124
648,651.9362744929433,44,0.0,58652.23,2,France,Female,0,1,-3.936274492943312
669,641.0587085860114,37,0.0,132540.33,1,France,Male,0,0,27.94129141398855
628,658.3739977829835,32,149136.31,16402.11,2,France,Male,0,1,-30.37399778298345
553,654.7852936449116,43,85200.82,160574.09,2,Germany,Male,0,1,-101.78529364491158
575,659.4833706637689,53,84903.33,26015.8,2,Spain,Male,0,1,-84.48337066376894
544,655.979659334915,39,142406.43,146637.45,2,Germany,Male,0,0,-111.97965933491503
748,649.243152297425,33,142645.43,69132.66,1,France,Male,0,0,98.75684770257499
607,646.3258974068024,25,0.0,187048.72,2,France,Male,0,0,-39.32589740680237
551,646.5087606782992,32,0.0,53420.53,2,Spain,Male,0,0,-95.50876067829915
525,645.5232047100429,25,0.0,89566.64,2,France,Female,0,0,-120.52320471004293
545,644.3554728520162,36,73211.12,89587.34,2,Spain,Male,1,0,-99.35547285201619
439,656.4991345473434,52,96196.24,198874.52,4,Spain,Male,1,0,-217.49913454734337
750,641.3523161375821,52,107467.56,126233.18,1,Germany,Female,1,0,108.64768386241792
551,654.8491904484647,37,0.0,50578.4,2,France,Male,0,1,-103.8491904484647
620,652.8913799258369,29,0.0,153392.28,2,France,Female,0,1,-32.89137992583687
660,644.8349015410935,42,0.0,115509.59,2,Spain,Male,0,0,15.165098458906527
621,651.1715449673515,47,107363.29,66799.28,1,Germany,Male,0,1,-30.17154496735145
680,657.443705894854,32,175454.0,77349.92,1,Germany,Male,0,1,22.55629410514598
651,640.9963550910368,56,0.0,114522.68,1,France,Male,1,0,10.003644908963224
685,648.4710882870029,34,83264.28,9663.28,1,Spain,Male,0,0,36.528911712997115
717,658.4456951022603,76,138489.66,68400.14,1,France,Female,0,1,58.55430489773971
576,645.4824633685778,32,0.0,4660.91,2,France,Male,0,0,-69.48246336857778
774,654.5369420629708,36,103688.19,118971.74,1,France,Male,0,1,119.46305793702925
792,642.1025652607148,30,0.0,199644.2,2,France,Male,0,0,149.89743473928525
778,648.2963633237619,29,123229.46,181221.09,1,Germany,Female,0,0,129.70363667623815
579,653.7105344648676,39,117833.3,5831.0,3,Germany,Female,1,0,-74.71053446486758
681,644.9948463061658,34,0.0,130686.59,2,France,Male,0,0,36.005153693834245
641,651.6109828263266,42,132657.55,35367.19,1,Spain,Male,0,0,-10.610982826326563
505,650.5184812087954,45,131355.3,195395.33,3,Spain,Female,1,0,-145.51848120879538
616,654.0709871817055,39,121704.32,55556.3,2,Germany,Male,0,0,-38.070987181705505
523,653.2868147412615,35,138782.76,186118.93,1,Germany,Male,0,1,-130.28681474126154
663,651.43639005712,35,0.0,195580.28,2,France,Male,0,1,11.56360994288002
689,647.7751195242323,47,93871.95,156878.42,3,France,Male,1,0,41.22488047576769
625,655.8973560864089,39,130786.92,121316.07,1,France,Female,0,1,-30.897356086408877
729,654.5952619199234,45,91091.06,71133.12,2,Spain,Female,0,0,74.40473808007664
696,652.9499709623653,43,0.0,66406.37,2,Spain,Female,0,1,43.05002903763466
786,657.62290506598,32,104336.43,59559.81,2,Germany,Female,0,0,128.37709493401996
580,653.6117898651655,55,104305.74,175750.21,1,France,Male,0,1,-73.61178986516552
747,644.3925232242036,45,114959.12,189362.39,1,France,Female,1,0,102.60747677579639
676,647.6849275845688,20,80569.73,68621.98,1,France,Male,0,0,28.315072415431246
678,657.6478187383759,22,174852.89,28149.06,1,France,Female,0,1,20.352181261624082
770,653.3638248370283,36,89800.14,105922.69,1,France,Male,0,1,116.63617516297165
716,648.2563602856281,38,0.0,189678.7,2,France,Male,0,0,67.74363971437185
621,653.1283663854861,27,74298.43,52581.96,1,Germany,Male,0,1,-32.12836638548606
607,651.4346725816805,35,0.0,114190.3,2,France,Male,0,1,-44.4346725816805
582,656.3455363336508,40,0.0,60954.45,3,France,Female,0,1,-74.34553633365078
503,651.2611598090537,42,104430.08,147557.71,1,France,Male,0,1,-148.26115980905365
806,649.6450545263024,31,138653.51,190803.37,1,Germany,Male,0,0,156.35494547369763
653,654.7155704620867,31,102575.04,11043.54,1,France,Female,0,1,-1.7155704620867027
678,665.3218501387823,43,153393.18,193828.27,2,Germany,Female,0,1,12.678149861217662
734,637.8945193292856,54,0.0,130805.54,1,France,Female,1,0,96.10548067071443
716,652.0354530935941,22,0.0,92606.98,2,France,Female,0,1,63.96454690640587
439,657.0505774596062,36,165536.28,123956.83,2,France,Male,0,1,-218.0505774596062
743,650.5530155299969,40,68155.59,94876.65,1,France,Male,0,0,92.44698447000314
734,654.6656358176094,43,55853.33,94811.85,2,Spain,Female,1,1,79.33436418239057
696,654.6951045368719,60,88786.81,196858.4,1,Spain,Male,0,1,41.304895463128105
640,649.0292868731402,29,0.0,2743.69,2,France,Female,0,0,-9.029286873140222
620,653.3246881051126,32,0.0,34665.79,2,France,Male,0,1,-33.324688105112614
680,649.1304393388466,51,143139.87,47795.43,1,Germany,Female,1,0,30.8695606611534
776,643.1909817042418,33,115130.34,129525.5,1,Germany,Male,1,0,132.80901829575816
795,638.8726825753266,56,0.0,35418.69,1,Spain,Female,1,0,156.12731742467338
697,653.8609581821174,76,0.0,188772.45,2,France,Female,0,1,43.13904181788257
548,654.2189272962341,28,116755.5,158585.17,2,France,Female,1,1,-106.21892729623414
752,646.6019791879197,44,83870.33,178722.24,1,Spain,Male,0,0,105.39802081208029
643,649.74222405382,34,117451.47,65374.86,1,Spain,Female,0,0,-6.742224053819996
692,645.5996261617646,41,130701.29,59354.24,1,Germany,Female,1,0,46.400373838235396
574,645.9852813568355,34,0.0,28269.86,2,Spain,Male,0,0,-71.98528135683546
637,655.1080579730724,48,130806.99,132005.85,2,France,Female,1,1,-18.10805797307239
677,649.7869487148281,40,0.0,88947.56,2,Spain,Male,0,0,27.2130512851719
485,643.6861891036514,27,0.0,141449.86,2,France,Female,0,0,-158.68618910365137
575,650.8968769649011,37,133292.45,111175.09,1,Spain,Female,0,0,-75.89687696490114
585,655.768056220907,28,105795.9,41219.09,1,France,Female,0,1,-70.76805622090706
590,648.1077131506568,32,0.0,59249.83,2,France,Male,0,0,-58.107713150656764
635,650.2309944274172,24,140197.18,142935.83,1,Spain,Male,0,1,-15.230994427417158
726,648.4006755202654,32,0.0,185075.63,2,France,Female,0,0,77.5993244797346
663,643.5436399116162,36,0.0,136349.55,2,France,Male,0,0,19.456360088383803
555,655.3910256843429,24,0.0,197866.55,2,Spain,Female,0,1,-100.39102568434294
595,651.2009017835834,36,85768.42,24802.77,1,Spain,Male,0,1,-56.20090178358339
684,656.5939514374033,34,100628.0,190263.78,2,Spain,Male,0,1,27.406048562596652
762,648.6511154717753,19,0.0,55500.17,2,Spain,Female,0,0,113.34888452822474
815,654.808906860817,24,171922.72,178028.96,1,France,Male,0,1,160.19109313918295
641,644.4896596863056,31,155978.17,91510.71,1,France,Male,0,0,-3.489659686305572
507,652.1094300331922,29,89349.47,180626.68,2,France,Female,0,0,-145.1094300331922
707,652.4307381367084,58,102346.86,114672.64,1,France,Female,0,1,54.56926186329156
688,641.5380260685885,33,0.0,27557.18,1,Spain,Female,1,0,46.461973931411535
614,654.978418090773,51,0.0,5552.37,2,France,Male,0,1,-40.97841809077295
738,648.7636252292664,35,161274.05,181429.87,2,France,Male,0,0,89.23637477073362
583,653.6338714931629,57,238387.56,147964.99,1,France,Female,1,1,-70.63387149316293
635,653.3074044281788,48,81556.89,191914.37,2,Germany,Female,0,0,-18.307404428178756
678,658.5736246019294,31,0.0,130446.65,2,France,Female,0,1,19.426375398070604
693,655.3938217642608,37,0.0,82867.55,2,France,Male,0,1,37.60617823573921
754,640.7144955492284,19,0.0,189641.11,1,Spain,Female,0,0,113.28550445077155
654,647.3702741765929,40,0.0,167889.1,2,France,Female,0,0,6.629725823407057
572,655.1170053658723,38,0.0,133122.62,2,France,Female,0,1,-83.11700536587227
523,657.2012646669035,28,121164.11,59938.81,1,France,Female,0,1,-134.2012646669035
513,651.6979420573252,72,98903.06,81251.24,1,Spain,Male,0,1,-138.69794205732524
666,642.5500328619232,53,64646.7,128019.48,1,France,Male,1,0,23.449967138076772
430,645.8450009532859,35,118894.22,2923.61,1,France,Male,0,0,-215.84500095328588
712,650.4431947365124,24,0.0,121232.51,1,France,Male,0,1,61.556805263487604
802,654.1785615800728,40,0.0,175043.69,2,Spain,Male,0,1,147.82143841992718
529,637.3870455875325,38,0.0,146388.85,1,France,Female,1,0,-108.3870455875325
688,650.6860046274301,24,0.0,102195.16,2,Spain,Female,0,1,37.313995372569934
665,649.3258829389769,45,155447.65,51871.95,2,Germany,Female,1,0,15.67411706102314
660,652.7700256322322,24,85089.3,71638.0,1,Germany,Male,0,1,7.229974367767795
658,657.3017533984975,29,75395.53,54914.92,2,Germany,Male,0,1,0.6982466015025466
844,647.912051936593,38,111501.66,119333.38,1,France,Male,0,1,196.087948063407
602,653.3221113174982,48,76595.08,127095.14,2,Germany,Female,0,0,-51.322111317498184
671,662.0887818008689,34,130929.02,28238.25,4,Spain,Female,1,1,8.911218199131099
581,648.3732279042194,40,101016.53,7926.35,1,Germany,Male,1,1,-67.37322790421945
630,653.5042281879088,67,0.0,27330.27,2,France,Male,0,1,-23.50422818790878
644,650.5781193635424,40,77270.08,115800.1,2,Germany,Female,1,1,-6.5781193635424415
775,654.2123507086682,66,0.0,67622.34,2,France,Female,0,1,120.78764929133183
537,652.6958727843643,84,92242.34,186235.98,1,Germany,Male,0,1,-115.69587278436427
420,643.8240883905045,55,91893.32,144870.28,1,Spain,Female,1,0,-223.82408839050447
570,648.4063686574731,46,0.0,820.46,2,France,Female,0,0,-78.40636865747308
710,653.5516317100928,30,0.0,8991.17,2,France,Male,0,1,56.448368289907194
466,655.080851488062,29,0.0,2797.27,2,France,Male,0,1,-189.08085148806197
676,653.868474450986,31,78990.15,124777.14,1,France,Male,0,1,22.131525549013986
632,648.5890559539273,29,80922.75,7820.78,1,Spain,Female,0,0,-16.5890559539273
598,646.4745782350697,46,131769.04,184980.23,1,Germany,Female,1,0,-48.47457823506966
582,654.5931083692321,26,114450.32,14081.64,1,Germany,Male,0,1,-72.59310836923214
792,650.0622666550528,42,0.0,92664.09,2,France,Female,0,0,141.93773334494722
679,660.9982223300307,35,130463.55,37341.17,2,Germany,Male,0,1,18.00177766996933
493,653.4515413853618,32,46161.18,79577.4,1,Spain,Male,0,1,-160.4515413853618
581,653.5350004355246,49,0.0,41623.59,2,Spain,Male,0,0,-72.53500043552458
625,659.709487552073,37,177069.24,96088.54,2,France,Male,0,1,-34.70948755207303
692,657.9694423410504,66,159732.02,118188.15,1,France,Male,0,1,34.03055765894965
445,654.1960247337129,30,0.0,127939.19,2,France,Female,0,1,-209.19602473371287
649,659.288044271316,37,87374.88,247.36,2,France,Male,0,1,-10.28804427131604
607,651.0314790014088,21,0.0,116106.52,2,France,Female,0,0,-44.0314790014088
746,645.4020544663166,30,112666.67,11710.4,1,Spain,Male,1,0,100.5979455336834
537,652.1930591449832,28,157842.07,86911.49,1,France,Male,0,0,-115.19305914498318
779,652.9019805807012,27,0.0,190623.02,2,France,Male,0,1,126.0980194192988
456,651.7914892065128,63,165350.61,140758.07,2,France,Female,1,0,-195.79148920651278
686,659.4726527537194,41,152105.57,132374.41,2,France,Female,0,1,26.527347246280556
426,653.4537932022188,34,0.0,61230.83,2,France,Female,0,1,-227.45379320221878
643,645.6051210420256,32,0.0,131301.74,1,Spain,Female,0,0,-2.605121042025644
771,653.4583529487808,18,0.0,41542.95,2,Spain,Male,0,0,117.54164705121923
799,643.4015899630419,30,0.0,136827.96,2,France,Female,0,0,155.59841003695806
692,648.6884412641015,28,61581.97,70179.91,1,France,Male,0,1,43.31155873589853
778,657.1009161151425,37,105617.73,133699.82,2,Germany,Female,1,1,120.89908388485753
662,654.8721955691077,37,94901.09,48233.75,1,Spain,Male,0,1,7.127804430892297
534,656.9226599883968,29,174851.9,79178.31,1,France,Male,0,1,-122.92265998839684
672,646.8705426703413,43,0.0,63833.09,1,France,Male,0,0,25.12945732965875
675,647.3214248632015,61,62055.17,166305.16,3,France,Female,1,0,27.678575136798486
765,650.8960239561783,41,124182.21,100153.43,1,France,Male,0,0,114.10397604382172
695,639.9707343904714,50,0.0,126381.6,1,France,Female,1,0,55.02926560952858
